OBJECT_ID,OBJECT_NAME,NORAD_CAT_ID,COUNTRY,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS_SIZE,RCSVALUE,LAUNCH,COMMENT
"1987-073D","SL-12 R/B(2)","18331","CIS","1420.35","13.31","35546","35410","LARGE","0","1987-09-03",""
"1987-073A","EKRAN 16","18328","CIS","1492.47","15.46","36884","36882","LARGE","0","1987-09-03",""
"1987-070A","KIKU 5 (ETS 5)","18316","JPN","1449.70","15.06","36081","36024","LARGE","0","1987-08-27",""
"1987-068B","SL-14 R/B","18313","CIS","104.03","82.56","957","941","LARGE","0","1987-08-18",""
"1987-068A","METEOR 2-16","18312","CIS","103.99","82.56","957","937","LARGE","0","1987-08-18",""
"1978-026HD","DELTA 1 DEB","18302","US","104.48","98.78","1147","793","SMALL","0","1978-03-05",""
"1986-019RY","ARIANE 1 DEB *","18290","FR","99.74","97.88","813","680","SMALL","0","1986-02-22",""
"1985-094T","COSMOS 1691 DEB","18282","CIS","112.90","82.62","1368","1352","SMALL","0","1985-10-09",""
"1982-055BB","COSMOS 1375 DEB","18279","CIS","103.53","65.80","965","887","SMALL","0","1982-06-06",""
"1982-055BA","COSMOS 1375 DEB","18278","CIS","103.82","65.83","971","907","SMALL","0","1982-06-06",""
"1987-054D","SL-8 DEB","18276","CIS","104.62","82.93","987","966","SMALL","0","1987-06-23",""
"1981-053LQ","COSMOS 1275 DEB","18275","CIS","105.50","82.93","1112","924","SMALL","0","1981-06-04",""
"1986-052F","SL-8 DEB","18274","CIS","98.78","74.05","723","678","SMALL","0","1986-07-16",""
"1976-067BL","COSMOS 839 DEB","18272","CIS","116.16","65.86","2047","970","SMALL","0","1976-07-08",""
"1965-027AA","OPS 4682 DEB","18271","US","111.09","90.29","1302","1251","SMALL","0","1965-04-03",""
"1965-027Z","OPS 4682 DEB","18270","US","111.10","90.29","1300","1254","SMALL","0","1965-04-03",""
"1965-027Y","OPS 4682 DEB","18269","US","111.21","90.30","1307","1258","SMALL","0","1965-04-03",""
"1965-027X","OPS 4682 DEB","18268","US","111.06","90.29","1299","1253","SMALL","0","1965-04-03",""
"1987-006C","COSMOS 1814 DEB *","18257","CIS","98.77","74.04","705","695","SMALL","0","1987-01-21",""
"1987-052D","COSMOS 1860 FUEL CORE","18241","CIS","103.68","65.01","969","895","MEDIUM","0","1987-06-18",""
"1976-077EY","DELTA 1 DEB","18232","US","106.85","102.90","1134","1027","SMALL","0","1976-07-29",""
"1986-019RN","VIKING DEB","18231","FR","260.26","98.83","13433","817","SMALL","0","1986-02-22",""
"1987-062B","SL-14 R/B","18215","CIS","97.09","82.52","633","605","LARGE","0","1987-07-16",""
"1987-062A","COSMOS 1869","18214","CIS","95.48","82.51","551","533","LARGE","0","1987-07-16",""
"1987-060A","COSMOS 1867","18187","CIS","100.62","65.01","801","775","LARGE","0","1987-07-10",""
"1987-057B","SL-8 R/B","18161","CIS","104.57","82.93","998","951","LARGE","0","1987-07-06",""
"1987-057A","COSMOS 1864","18160","CIS","104.68","82.94","1003","956","LARGE","0","1987-07-06",""
"1987-055B","SL-14 R/B","18153","CIS","97.08","82.50","635","603","LARGE","0","1987-07-01",""
"1987-055A","COSMOS 1862","18152","CIS","95.60","82.50","557","539","LARGE","0","1987-07-01",""
"1987-054C","SL-8 DEB","18131","CIS","104.79","82.92","1006","963","SMALL","0","1987-06-23",""
"1987-054B","SL-8 R/B","18130","CIS","104.60","82.92","989","963","LARGE","0","1987-06-23",""
"1987-054A","COSMOS 1861","18129","CIS","104.88","82.93","997","981","LARGE","0","1987-06-23",""
"1987-053A","DMSP 5D-2 F8 (USA 26)","18123","US","101.50","98.73","839","821","LARGE","0","1987-06-20",""
"1987-052A","COSMOS 1860","18122","CIS","103.98","65.01","995","899","LARGE","0","1987-06-18",""
"1987-051J","SL-8 R/B","18121","CIS","117.79","74.01","1687","1476","LARGE","0","1987-06-16",""
"1987-051H","COSMOS 1859","18120","CIS","114.48","74.00","1476","1387","MEDIUM","0","1987-06-16",""
"1987-051G","COSMOS 1858","18119","CIS","114.65","74.00","1478","1402","MEDIUM","0","1987-06-16",""
"1987-051F","COSMOS 1857","18118","CIS","114.81","74.00","1477","1416","MEDIUM","0","1987-06-16",""
"1987-051E","COSMOS 1856","18117","CIS","114.97","74.00","1478","1430","MEDIUM","0","1987-06-16",""
"1987-051D","COSMOS 1855","18116","CIS","115.14","74.00","1477","1446","MEDIUM","0","1987-06-16",""
"1987-051C","COSMOS 1854","18115","CIS","115.31","74.01","1480","1459","MEDIUM","0","1987-06-16",""
"1987-051B","COSMOS 1853","18114","CIS","115.48","74.01","1482","1472","MEDIUM","0","1987-06-16",""
"1987-051A","COSMOS 1852","18113","CIS","115.68","74.00","1500","1473","MEDIUM","0","1987-06-16",""
"1987-050D","SL-6 R/B(2)","18106","CIS","707.35","70.06","32461","7378","LARGE","0","1987-06-12",""
"1987-050A","COSMOS 1851","18103","CIS","717.78","70.80","32742","7613","LARGE","0","1987-06-12",""
"1987-049B","SL-8 R/B","18096","CIS","100.24","74.04","785","755","LARGE","0","1987-06-09",""
"1987-049A","COSMOS 1850","18095","CIS","100.47","74.04","791","771","LARGE","0","1987-06-09",""
"1987-043H","USA 25","18025","US","107.03","63.31","1780","399","LARGE","0","1987-05-15",""
"1987-043G","USA 22 DEB","18024","US","","","","","","0","1987-05-15","NO ELEMENTS AVAILABLE"
"1987-043F","USA 24","18010","US","107.01","63.31","1778","398","LARGE","0","1987-05-15",""
"1987-043E","USA 23","18009","US","107.01","63.31","1778","399","LARGE","0","1987-05-15",""
"1987-043D","USA 22 DEB","18008","US","98.34","63.28","1025","333","SMALL","0","1987-05-15",""
"1987-043C","USA 22 DEB","18007","US","","","","","","0","1987-05-15","NO ELEMENTS AVAILABLE"
"1987-043B","ATLAS H R/B","17998","US","107.23","63.31","1681","515","MEDIUM","0","1987-05-15",""
"1987-043A","USA 22","17997","US","106.76","63.30","1763","390","","0","1987-05-15",""
"1987-041B","SL-16 R/B","17974","CIS","101.60","71.01","845","825","LARGE","0","1987-05-13",""
"1987-041A","COSMOS 1844","17973","CIS","101.83","70.90","870","821","LARGE","0","1987-05-13",""
"1987-040D","SL-12 R/B(2)","17972","CIS","1397.85","12.15","35097","34972","LARGE","0","1987-05-11",""
"1987-040A","GORIZONT 14","17969","CIS","1474.50","14.63","36651","36419","LARGE","0","1987-05-11",""
"1979-087C","SL-12 R/B(2)","17939","CIS","1433.35","11.06","35916","35549","LARGE","0","1979-10-03",""
"1987-038B","SL-14 R/B","17912","CIS","97.10","82.50","633","607","LARGE","0","1987-04-27",""
"1987-038A","COSMOS 1842","17911","CIS","95.23","82.52","538","522","LARGE","0","1987-04-27",""
"1984-090F","SL-12 R/B(2)","17875","CIS","1422.05","12.44","35576","35446","LARGE","0","1984-08-24",""
"1984-016F","SL-12 R/B(2)","17874","CIS","1435.57","13.04","35925","35628","LARGE","0","1984-02-15",""
"1979-035E","SL-12 R/B(2)","17873","CIS","1437.67","11.00","35930","35704","LARGE","0","1979-04-25",""
"1976-092F","SL-12 R/B(2)","17872","CIS","1436.74","9.45","35863","35735","LARGE","0","1976-09-11",""
"1986-101K","SL-14 DEB","17844","CIS","102.43","82.51","885","862","SMALL","0","1986-12-18",""
"1986-030D","SL-8 DEB","17843","CIS","99.78","74.03","758","738","SMALL","0","1986-04-17",""
"1986-030C","SL-8 DEB","17842","CIS","99.80","74.02","760","738","SMALL","0","1986-04-17",""
"1976-067BK","COSMOS 839 DEB","17838","CIS","115.74","65.98","1989","989","SMALL","0","1976-07-08",""
"1986-019ME","ARIANE 1 DEB","17815","FR","100.13","98.30","784","745","SMALL","0","1986-02-22",""
"1982-055AZ","COSMOS 1375 DEB","17807","CIS","104.44","65.83","1003","933","SMALL","0","1982-06-06",""
"1982-055AY","COSMOS 1375 DEB","17806","CIS","104.31","65.84","1011","913","SMALL","0","1982-06-06",""
"1982-055AX","COSMOS 1375 DEB","17805","CIS","103.10","65.82","912","898","SMALL","0","1982-06-06",""
"1982-055AW","COSMOS 1375 DEB","17804","CIS","103.15","65.82","920","896","SMALL","0","1982-06-06",""
"1982-055AV","COSMOS 1375 DEB","17803","CIS","104.38","65.83","998","933","SMALL","0","1982-06-06",""
"1982-055AU","COSMOS 1375 DEB","17802","CIS","104.67","65.84","1001","957","SMALL","0","1982-06-06",""
"1982-055AT","COSMOS 1375 DEB","17801","CIS","101.48","65.83","842","815","SMALL","0","1982-06-06",""
"1982-055AS","COSMOS 1375 DEB","17800","CIS","105.09","65.84","1025","972","SMALL","0","1982-06-06",""
"1982-055AR","COSMOS 1375 DEB","17799","CIS","103.40","65.84","942","897","SMALL","0","1982-06-06",""
"1982-055AQ","COSMOS 1375 DEB","17798","CIS","105.95","65.84","1102","976","SMALL","0","1982-06-06",""
"1982-055AP","COSMOS 1375 DEB","17797","CIS","103.80","65.83","948","928","SMALL","0","1982-06-06",""
"1982-055AN","COSMOS 1375 DEB","17796","CIS","102.57","65.82","903","857","SMALL","0","1982-06-06",""
"1982-055AM","COSMOS 1375 DEB","17795","CIS","105.90","65.84","1097","977","SMALL","0","1982-06-06",""
"1982-055AL","COSMOS 1375 DEB","17794","CIS","103.40","65.82","948","890","SMALL","0","1982-06-06",""
"1981-053LP","COSMOS 1275 DEB","17793","CIS","108.35","83.15","1359","942","SMALL","0","1981-06-04",""
"1981-053LN","COSMOS 1275 DEB","17792","CIS","102.58","82.96","894","868","SMALL","0","1981-06-04",""
"1978-026HA","DELTA 1 DEB","17768","US","100.07","98.45","820","704","SMALL","0","1978-03-05",""
"1978-026GX","DELTA 1 DEB","17765","US","103.03","99.06","933","871","SMALL","0","1978-03-05",""
"1978-026GW","DELTA 1 DEB","17764","US","102.06","98.99","890","823","SMALL","0","1978-03-05",""
"1982-116D","SL-3 DEB","17755","CIS","101.82","81.25","896","794","SMALL","0","1982-12-14",""
"1985-079C","SL-8 DEB","17754","CIS","99.65","74.04","755","729","SMALL","0","1985-09-04",""
"1977-121BP","COSMOS 970 DEB *","17732","CIS","103.54","65.81","1056","796","SMALL","0","1977-12-21",""
"1974-089EX","THORAD DELTA 1 DEB","17728","US","116.62","101.56","1614","1444","SMALL","0","1974-11-15",""
"1970-089DC","COSMOS 374 DEB *","17725","CIS","108.34","62.74","1777","523","SMALL","0","1970-10-23",""
"1965-027W","OPS 4682 DEB","17722","US","110.99","90.30","1279","1265","SMALL","0","1965-04-03",""
"1970-025PJ","THORAD AGENA D DEB","17720","US","102.49","99.63","904","849","SMALL","0","1970-04-08",""
"1970-025PH","THORAD AGENA D DEB","17719","US","100.71","99.09","862","722","SMALL","0","1970-04-08",""
"1970-025PF","THORAD AGENA D DEB","17717","US","98.38","100.00","745","617","SMALL","0","1970-04-08",""
"1970-025PE","THORAD AGENA D DEB","17716","US","100.35","99.51","797","753","SMALL","0","1970-04-08",""
"1961-015LR","THOR ABLESTAR DEB","17713","US","103.11","66.21","953","859","SMALL","0","1961-06-29",""
"1987-029A","AGILA 1 (PALAPA B2P)","17706","RP","1441.38","15.14","35914","35866","LARGE","0","1987-03-20",""
"1987-028D","SL-12 R/B(2)","17705","CIS","1441.72","14.77","36013","35780","LARGE","0","1987-03-19",""
"1986-019LU","ARIANE 1 DEB","17702","FR","99.41","98.34","735","726","SMALL","0","1986-02-22",""
"1965-027V","OPS 4682 DEB","17666","US","111.10","90.29","1307","1248","SMALL","0","1965-04-03",""
"1969-082KU","THORAD AGENA D DEB","17658","US","103.18","70.36","952","867","SMALL","0","1969-09-30",""
"1961-015LH","THOR ABLESTAR DEB","17648","US","102.03","65.72","915","794","SMALL","0","1961-06-29",""
"1981-053LM","COSMOS 1275 DEB","17642","CIS","101.06","82.87","836","781","SMALL","0","1981-06-04",""
"1981-053LL","COSMOS 1275 DEB","17641","CIS","102.27","82.76","908","824","SMALL","0","1981-06-04",""
"1981-053LK","COSMOS 1275 DEB","17640","CIS","101.53","82.91","852","810","SMALL","0","1981-06-04",""
"1981-053LJ","COSMOS 1275 DEB","17639","CIS","106.08","83.00","1162","927","SMALL","0","1981-06-04",""
"1981-053LH","COSMOS 1275 DEB","17638","CIS","105.30","82.99","1102","915","SMALL","0","1981-06-04",""
"1981-053LG","COSMOS 1275 DEB","17637","CIS","105.83","83.07","1136","930","SMALL","0","1981-06-04",""
"1981-053LE","COSMOS 1275 DEB","17635","CIS","102.26","82.83","906","825","SMALL","0","1981-06-04",""
"1981-053LC","COSMOS 1275 DEB","17633","CIS","104.91","83.07","1127","853","SMALL","0","1981-06-04",""
"1981-053LB","COSMOS 1275 DEB","17632","CIS","105.98","83.08","1151","930","SMALL","0","1981-06-04",""
"1981-053LA","COSMOS 1275 DEB","17631","CIS","105.64","82.93","1120","928","SMALL","0","1981-06-04",""
"1981-053KY","COSMOS 1275 DEB","17629","CIS","105.66","82.99","1147","903","SMALL","0","1981-06-04",""
"1981-053KW","COSMOS 1275 DEB","17627","CIS","103.29","82.93","950","878","SMALL","0","1981-06-04",""
"1981-053KV","COSMOS 1275 DEB","17626","CIS","105.82","82.87","1142","924","SMALL","0","1981-06-04",""
"1981-053KU","COSMOS 1275 DEB","17625","CIS","103.25","82.79","948","877","SMALL","0","1981-06-04",""
"1981-053KT","COSMOS 1275 DEB","17624","CIS","100.94","82.85","816","790","SMALL","0","1981-06-04",""
"1981-053KS","COSMOS 1275 DEB","17623","CIS","103.53","82.80","966","885","SMALL","0","1981-06-04",""
"1981-053KQ","COSMOS 1275 DEB","17621","CIS","101.51","82.79","862","798","SMALL","0","1981-06-04",""
"1981-053KP","COSMOS 1275 DEB","17620","CIS","101.42","83.18","844","807","SMALL","0","1981-06-04",""
"1981-053KN","COSMOS 1275 DEB","17619","CIS","101.47","82.95","845","811","SMALL","0","1981-06-04",""
"1981-053KM","COSMOS 1275 DEB","17618","CIS","102.78","82.85","932","848","SMALL","0","1981-06-04",""
"1981-053KL","COSMOS 1275 DEB","17617","CIS","105.65","82.86","1163","887","SMALL","0","1981-06-04",""
"1981-053KK","COSMOS 1275 DEB","17616","CIS","105.43","83.04","1104","924","SMALL","0","1981-06-04",""
"1981-053KJ","COSMOS 1275 DEB","17615","CIS","102.49","82.86","910","843","SMALL","0","1981-06-04",""
"1981-053KH","COSMOS 1275 DEB","17614","CIS","102.87","82.79","932","857","SMALL","0","1981-06-04",""
"1987-028A","RADUGA 20","17611","CIS","1500.59","16.42","37149","36930","LARGE","0","1987-03-19",""
"1987-027B","SL-16 R/B","17590","CIS","101.64","71.00","838","834","LARGE","0","1987-03-18",""
"1987-027A","COSMOS 1833","17589","CIS","101.92","70.92","863","836","LARGE","0","1987-03-18",""
"1987-026G","SL-14 R/B","17588","CIS","114.68","82.57","1470","1411","LARGE","0","1987-03-13",""
"1987-026F","COSMOS 1832","17587","CIS","113.90","82.57","1411","1399","LARGE","0","1987-03-13",""
"1987-026E","COSMOS 1831","17586","CIS","113.79","82.56","1411","1390","LARGE","0","1987-03-13",""
"1987-026D","COSMOS 1830","17585","CIS","113.97","82.56","1412","1405","LARGE","0","1987-03-13",""
"1987-026C","COSMOS 1829","17584","CIS","114.05","82.57","1413","1411","LARGE","0","1987-03-13",""
"1987-026B","COSMOS 1828","17583","CIS","113.73","82.56","1411","1384","LARGE","0","1987-03-13",""
"1987-026A","COSMOS 1827","17582","CIS","113.84","82.57","1411","1394","MEDIUM","0","1987-03-13",""
"1987-024B","SL-14 R/B","17567","CIS","97.05","82.53","632","603","LARGE","0","1987-03-03",""
"1987-024A","COSMOS 1825","17566","CIS","94.75","82.51","510","503","LARGE","0","1987-03-03",""
"1987-022C","DELTA 1 R/B(2)","17563","US","385.00","17.75","22004","301","LARGE","0","1987-02-26",""
"1987-022A","GOES 7","17561","US","1441.45","14.93","35917","35866","LARGE","0","1987-02-26",""
"1986-019HX","ARIANE 1 DEB","17543","FR","102.08","98.74","945","770","SMALL","0","1986-02-22",""
"1987-020B","SL-14 R/B","17536","CIS","115.98","73.61","1520","1479","LARGE","0","1987-02-20",""
"1987-020A","COSMOS 1823","17535","CIS","116.00","73.60","1523","1479","LARGE","0","1987-02-20",""
"1987-018B","N-2 R/B","17528","JPN","99.25","97.44","831","614","LARGE","0","1987-02-19",""
"1987-018A","MOS 1A (MOMO 1)","17527","JPN","102.67","99.19","892","878","LARGE","0","1987-02-19",""
"1987-017B","SL-8 R/B","17526","CIS","104.59","82.90","1006","944","LARGE","0","1987-02-18",""
"1987-017A","COSMOS 1821","17525","CIS","104.83","82.92","1013","960","LARGE","0","1987-02-18",""
"1987-015B","TITAN 34B R/B","17507","US","702.52","63.67","38578","1021","","0","1987-02-12",""
"1987-015A","USA 21","17506","US","717.81","62.67","38767","1589","","0","1987-02-12",""
"1986-019HR","ARIANE 1 DEB","17478","FR","100.83","98.48","827","769","SMALL","0","1986-02-22",""
"1986-019FQ","ARIANE 1 DEB","17429","FR","99.37","99.12","776","682","SMALL","0","1986-02-22",""
"1986-010C","CZ-3 DEB","17425","PRC","464.49","30.84","26532","447","MEDIUM","0","1986-02-01",""
"1986-019FJ","ARIANE 1 DEB","17423","FR","102.90","98.98","1022","769","SMALL","0","1986-02-22",""
"1987-011A","COSMOS 1818","17369","CIS","100.60","65.01","799","775","LARGE","0","1987-02-01",""
"1987-009B","SL-8 R/B","17360","CIS","104.59","82.92","999","952","LARGE","0","1987-01-29",""
"1987-009A","COSMOS 1816","17359","CIS","104.77","82.93","1008","959","LARGE","0","1987-01-29",""
"1987-008D","SL-6 R/B(2)","17333","CIS","730.66","64.29","39029","1959","LARGE","0","1987-01-22",""
"1987-008A","MOLNIYA 3-31","17328","CIS","718.04","63.84","38019","2349","LARGE","0","1987-01-22",""
"1985-056D","ARIANE 1 DEB","17325","FR","424.62","7.50","24334","337","LARGE","0","1985-07-02",""
"1986-019CY","ARIANE 1 DEB","17316","FR","97.26","98.07","632","622","SMALL","0","1986-02-22",""
"1987-006B","SL-8 R/B","17304","CIS","100.16","74.06","788","744","LARGE","0","1987-01-21",""
"1987-006A","COSMOS 1814","17303","CIS","100.35","74.06","793","758","LARGE","0","1987-01-21",""
"1987-003B","SL-14 R/B","17296","CIS","97.08","82.53","631","607","LARGE","0","1987-01-14",""
"1987-003A","COSMOS 1812","17295","CIS","95.03","82.52","523","517","LARGE","0","1987-01-14",""
"1987-001B","SL-14 R/B","17291","CIS","104.00","82.47","956","939","LARGE","0","1987-01-05",""
"1987-001A","METEOR 2-15","17290","CIS","103.97","82.47","956","936","LARGE","0","1987-01-05",""
"1986-101J","SL-14 DEB","17274","CIS","103.46","82.53","945","900","SMALL","0","1986-12-18",""
"1986-101H","SL-14 DEB","17273","CIS","102.33","82.54","888","850","SMALL","0","1986-12-18",""
"1986-101G","SL-14 DEB","17272","CIS","102.45","82.49","882","867","SMALL","0","1986-12-18",""
"1986-101F","SL-14 DEB","17271","CIS","102.89","82.41","915","876","SMALL","0","1986-12-18",""
"1986-101E","SL-14 DEB","17270","CIS","103.52","82.43","926","924","SMALL","0","1986-12-18",""
"1986-101D","SL-14 DEB","17269","CIS","103.70","82.64","947","920","SMALL","0","1986-12-18",""
"1986-101C","SL-14 DEB","17268","CIS","103.17","82.62","929","889","SMALL","0","1986-12-18",""
"1985-056C","ARIANE 1 DEB","17255","FR","468.42","8.27","26699","503","LARGE","0","1985-07-02",""
"1986-026F","ARIANE 3 DEB *","17254","FR","499.04","8.36","28496","429","MEDIUM","0","1986-03-28",""
"1986-026E","ARIANE 3 DEB *","17253","FR","468.23","6.14","26739","453","MEDIUM","0","1986-03-28",""
"1986-101B","SL-14 R/B","17242","CIS","104.10","82.53","963","941","LARGE","0","1986-12-18",""
"1986-101A","COSMOS 1809","17241","CIS","104.04","82.53","961","937","LARGE","0","1986-12-18",""
"1986-100B","SL-8 R/B","17240","CIS","104.80","82.93","1007","963","LARGE","0","1986-12-17",""
"1986-100A","COSMOS 1808","17239","CIS","104.96","82.94","1017","968","LARGE","0","1986-12-17",""
"1986-019CF","ARIANE 1 DEB","17233","FR","97.30","98.40","641","618","SMALL","0","1986-02-22",""
"1986-019BR","ARIANE 1 DEB","17219","FR","99.52","98.64","765","706","SMALL","0","1986-02-22",""
"1986-098D","SL-6 R/B(2)","17216","CIS","705.84","69.90","32458","7306","LARGE","0","1986-12-12",""
"1986-098A","COSMOS 1806","17213","CIS","718.54","68.60","34591","5801","LARGE","0","1986-12-12",""
"1986-019BQ","ARIANE 1 DEB","17212","FR","96.20","98.57","589","564","SMALL","0","1986-02-22",""
"1986-019BF","ARIANE 1 DEB","17203","FR","102.46","98.92","972","778","SMALL","0","1986-02-22",""
"1986-019BB","ARIANE 1 DEB","17199","FR","93.12","98.66","432","422","MEDIUM","0","1986-02-22",""
"1986-097B","SL-14 R/B","17192","CIS","97.06","82.51","630","606","LARGE","0","1986-12-10",""
"1986-097A","COSMOS 1805","17191","CIS","95.21","82.47","532","525","LARGE","0","1986-12-10",""
"1986-096A","FLTSATCOM 7 (USA 20)","17181","US","1455.56","14.54","36346","35988","LARGE","0","1986-12-05",""
"1986-094B","SL-14 R/B","17178","CIS","115.94","82.61","1500","1495","LARGE","0","1986-12-02",""
"1986-094A","COSMOS 1803","17177","CIS","115.98","82.61","1503","1497","LARGE","0","1986-12-02",""
"1985-094S","COSMOS 1691 DEB","17168","CIS","110.53","82.58","1259","1243","SMALL","0","1985-10-09",""
"1985-066G","SCOUT G-1 DEB","17164","US","108.06","89.37","1290","984","SMALL","0","1985-08-03",""
"1986-093B","SL-8 R/B","17160","CIS","104.76","82.93","1011","955","LARGE","0","1986-11-24",""
"1986-093A","COSMOS 1802","17159","CIS","104.90","82.93","1022","957","LARGE","0","1986-11-24",""
"1986-019AJ","ARIANE 1 DEB","17155","FR","96.61","99.04","618","575","SMALL","0","1986-02-22",""
"1986-019AG","ARIANE 1 DEB","17153","FR","99.08","98.17","725","703","MEDIUM","0","1986-02-22",""
"1986-091D","SL-6 R/B(2)","17147","CIS","705.89","69.07","35295","4471","LARGE","0","1986-11-20",""
"1986-092J","SL-8 R/B","17146","CIS","117.68","74.02","1676","1478","LARGE","0","1986-11-21",""
"1986-092H","COSMOS 1801","17145","CIS","114.39","74.01","1470","1386","MEDIUM","0","1986-11-21",""
"1986-092G","COSMOS 1800","17144","CIS","114.56","74.01","1473","1398","MEDIUM","0","1986-11-21",""
"1986-092F","COSMOS 1799","17143","CIS","114.72","74.01","1472","1413","MEDIUM","0","1986-11-21",""
"1986-092E","COSMOS 1798","17142","CIS","114.88","74.01","1473","1428","MEDIUM","0","1986-11-21",""
"1986-092D","COSMOS 1797","17141","CIS","115.05","74.01","1472","1444","MEDIUM","0","1986-11-21",""
"1986-092C","COSMOS 1796","17140","CIS","115.24","74.01","1478","1455","MEDIUM","0","1986-11-21",""
"1986-092B","COSMOS 1795","17139","CIS","115.41","74.02","1482","1466","MEDIUM","0","1986-11-21",""
"1986-092A","COSMOS 1794","17138","CIS","115.60","74.01","1500","1466","MEDIUM","0","1986-11-21",""
"1986-019Y","ARIANE 1 DEB","17129","FR","101.06","98.60","833","784","LARGE","0","1986-02-22",""
"1986-019X","ARIANE 1 DEB","17128","FR","97.36","98.38","667","598","SMALL","0","1986-02-22",""
"1986-090D","SL-12 R/B(2)","17125","CIS","1435.16","13.86","35801","35735","LARGE","0","1986-11-18",""
"1986-019S","ARIANE 1 DEB","17122","FR","97.31","97.99","634","625","MEDIUM","0","1986-02-22",""
"1986-019R","ARIANE 1 DEB","17121","FR","100.69","98.44","834","749","MEDIUM","0","1986-02-22",""
"1986-019N","ARIANE 1 DEB","17118","FR","101.41","98.70","927","723","SMALL","0","1986-02-22",""
"1986-019M","ARIANE 1 DEB","17117","FR","99.99","98.38","821","695","MEDIUM","0","1986-02-22",""
"1982-055AK","COSMOS 1375 DEB","17108","CIS","104.37","65.83","971","959","SMALL","0","1982-06-06",""
"1982-055AJ","COSMOS 1375 DEB","17107","CIS","102.80","65.82","916","865","SMALL","0","1982-06-06",""
"1982-055AH","COSMOS 1375 DEB","17106","CIS","104.02","65.83","971","926","SMALL","0","1982-06-06",""
"1982-055AG","COSMOS 1375 DEB","17105","CIS","104.80","65.83","1008","963","SMALL","0","1982-06-06",""
"1982-055AF","COSMOS 1375 DEB","17104","CIS","104.74","65.84","1001","964","SMALL","0","1982-06-06",""
"1982-055AE","COSMOS 1375 DEB","17103","CIS","104.66","65.83","995","962","SMALL","0","1982-06-06",""
"1982-055AD","COSMOS 1375 DEB","17102","CIS","105.81","65.83","1092","972","MEDIUM","0","1982-06-06",""
"1965-027U","OPS 4682 DEB","17093","US","111.02","90.29","1290","1256","SMALL","0","1965-04-03",""
"1982-055AC","COSMOS 1375 DEB","17090","CIS","104.06","65.84","985","916","MEDIUM","0","1982-06-06",""
"1986-090A","GORIZONT 13","17083","CIS","1488.73","15.36","36890","36731","LARGE","0","1986-11-18",""
"1986-089D","SL-6 R/B(2)","17081","CIS","735.77","64.49","39532","1706","LARGE","0","1986-11-15",""
"1986-089A","MOLNIYA 1-69","17078","CIS","717.70","64.21","38265","2086","LARGE","0","1986-11-15",""
"1986-088B","SCOUT G-1 R/B","17071","US","104.72","89.52","1010","952","MEDIUM","0","1986-11-14",""
"1986-088A","POLAR BEAR","17070","US","104.74","89.52","1012","953","LARGE","0","1986-11-14",""
"1986-086B","SL-8 R/B","17067","CIS","104.52","82.94","998","946","LARGE","0","1986-11-13",""
"1986-086A","COSMOS 1791","17066","CIS","104.67","82.94","1009","949","LARGE","0","1986-11-13",""
"1986-082F","SL-12 R/B(2)","17065","CIS","1475.45","14.92","36665","36442","LARGE","0","1986-10-25",""
"1986-082A","RADUGA 19","17046","CIS","1462.49","14.52","36339","36264","LARGE","0","1986-10-25",""
"1986-062C","COSMOS 1771 FUEL CORE","17035","CIS","103.87","64.99","975","908","MEDIUM","0","1986-08-20",""
"1981-053KG","COSMOS 1275 DEB","17026","CIS","103.99","83.13","1002","892","SMALL","0","1981-06-04",""
"1981-053KF","COSMOS 1275 DEB","17025","CIS","104.45","82.82","1024","913","SMALL","0","1981-06-04",""
"1977-065FT","DELTA 1 DEB","17024","US","116.84","29.43","2230","848","SMALL","0","1977-07-14",""
"1974-089EW","THORAD DELTA 1 DEB","17023","US","113.94","101.21","1447","1367","SMALL","0","1974-11-15",""
"1976-067BJ","COSMOS 839 DEB","17018","CIS","115.65","66.03","1979","991","SMALL","0","1976-07-08",""
"1976-077EX","DELTA 1 DEB","17000","US","127.46","102.48","2573","1449","SMALL","0","1976-07-29",""
"1986-075D","SL-6 R/B(2)","16996","CIS","356.99","62.61","20187","396","LARGE","0","1986-10-03",""
"1986-075A","COSMOS 1783","16993","CIS","321.47","62.21","18215","118","LARGE","0","1986-10-03",""
"1986-074B","SL-14 R/B","16987","CIS","97.10","82.52","632","607","LARGE","0","1986-09-30",""
"1986-074A","COSMOS 1782","16986","CIS","95.54","82.51","551","539","LARGE","0","1986-09-30",""
"1986-073A","NOAA 10","16969","US","100.83","98.49","806","790","LARGE","0","1986-09-17",""
"1986-071F","SL-12 R/B(2)","16968","CIS","675.21","64.11","19177","19056","LARGE","0","1986-09-16",""
"1986-071C","COSMOS 1780 (GLONASS)","16963","CIS","675.72","64.10","19137","19122","MEDIUM","0","1986-09-16",""
"1986-071B","COSMOS 1779 (GLONASS)","16962","CIS","675.73","64.12","19156","19103","LARGE","0","1986-09-16",""
"1986-071A","COSMOS 1778 (GLONASS)","16961","CIS","675.73","64.12","19142","19118","MEDIUM","0","1986-09-16",""
"1986-070B","SL-8 R/B","16953","CIS","100.18","74.01","776","759","LARGE","0","1986-09-10",""
"1986-070A","COSMOS 1777","16952","CIS","100.48","74.00","801","762","LARGE","0","1986-09-10",""
